DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL,Symbol,Abundace,Symbol Key CM,Symbol Key S,Abundance Key S,Abunance Key P
Hawley-Bernard,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",42.564444,-72.878333,United States of America,Massachusetts,Ga,0.0019,,,,
Heath Steele B-1,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",47.28326,-66.08257,Canada,,Ga,0.0019,,,,
Helicon,Gallium,Ga in Bauxite,38.353875,22.82417222,Greece,,Ga,0.0019,,,,
Hillabee,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",33,-85.931944,United States of America,Alabama,Ga,0.0019,,,,
Hilton,Gallium,Ga in Clastic-dominated Pb-Zn,-20.54675,139.28222,Australia,,Ga,0.0019,,,,
Hixbar,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",13.21701,124.14923,Philippines,,Ga,0.0019,,,,
Hochobir,Gallium,Ga in Mississippi Valley-type,46.5,14.483333,Austria,,Ga,0.0019,,,,
Horne-Quemont,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",48.24999,-79.0164,Canada,,Ga,0.0019,,,,
Howard's Pass,Gallium,Ga in Clastic-dominated Pb-Zn,62.56444444,-129.5272222,Canada,,Ga,0.0019,,,,
Huize,Gallium; Germanium,Ga and Ge in Mississippi Valley-type,26.63388889,103.7002778,China,,"Ga, Ge",null,,,,
Huntly,Gallium,Ga in Bauxite,-32.58491111,116.0557361,Australia,,Ga,0.0019,,,,
Iberian Pyrite Belt,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.606667,-7.120556,Spain,,Ga,0.0019,,,,
Iksa,Gallium,Ga in Bauxite,56.19016667,37.48572778,Russia,,Ga,0.0019,,,,
Indian Creek,Gallium,Ga in Mississippi Valley-type,38.08,-90.88,United States of America,Missouri,Ga,0.0019,,,,
Iron Dyke,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.02676,-116.85851,United States of America,Oregon,Ga,0.0019,,,,
Iron King,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.70534,-112.09044,United States of America,Arizona,Ga,0.0019,,,,
Iron Mountain,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.769444,-122.465,United States of America,California,Ga,0.0019,,,,
Iszkaszentgyörgy,Gallium,Ga in Bauxite,47.26864444,18.29279722,Hungary,,Ga,0.0019,,,,
Ivdel,Gallium,Ga in Bauxite,60.69785556,60.47727778,Russia,,Ga,0.0019,,,,
Jamnagar,Gallium,Ga in Bauxite,21.862461,70.260059,India,,Ga,0.0019,,,,
Jamu and Kashmir,Gallium,Ga in Bauxite,33.11891389,74.80903611,India,,Ga,0.0019,,,,
Jarrahdale,Gallium,Ga in Bauxite,-32.32443889,116.0643917,Australia,,Ga,0.0019,,,,
Jerome,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.750833,-112.109444,United States of America,Arizona,Ga,0.0019,,,,
Jersey,Gallium,Ga in Clastic-dominated Pb-Zn,50.48983,-120.98126,Canada,,Ga,0.0019,,,,
Jiashengpan,Gallium,Ga in Clastic-dominated Pb-Zn,41.230556,109.32,China,,Ga,0.0019,,,,
Jinja,Gallium,Ga in Bauxite,0.433133333,33.21824722,Uganda,,Ga,0.0019,,,,
João Bernardo,Gallium,Ga in Bauxite,-3.799430556,-49.62062778,Brazil,,Ga,0.0019,,,,
Kal'ya,Gallium,Ga in Bauxite,60.21734444,60.001375,Russia,,Ga,0.0019,,,,
Kalyanpur,Gallium,Ga in Bauxite,22.318179,69.04283,India,,Ga,0.0019,,,,
Kannur,Gallium,Ga in Bauxite,12.02873889,75.20723056,India,,Ga,0.0019,,,,
Kara,Gallium,Ga in Bauxite,63.64861111,62.10972222,Russia,,Ga,0.0019,,,,
Karpinsk,Gallium,Ga in Bauxite,59.74873056,59.95768611,Russia,,Ga,0.0019,,,,
Kasli,Gallium,Ga in Bauxite,55.87981389,60.75465,Russia,,Ga,0.0019,,,,
Katni,Gallium,Ga in Bauxite,23.81290556,80.38650833,India,,Ga,0.0019,,,,
Kauai,Gallium,Ga in Bauxite,22.05924167,-159.502275,United States of America,Hawaii,Ga,0.0019,,,,
Keel,Gallium,Ga in Mississippi Valley-type,53.65,-7.73,Ireland,,Ga,0.0019,,,,
Kendall Core,Gallium,Ga in Bauxite,18.07298056,-77.50114444,Jamaica,,Ga,0.0019,,,,
Keystone,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.9842358,-120.647827,United States of America,California,Ga,0.0019,,,,
Khiona,Gallium,Ga in Bauxite,38.54288611,22.608725,Greece,,Ga,0.0019,,,,
Kholodnina,Gallium,Ga in Clastic-dominated Pb-Zn,55.8802,109.7535,Russia,,Ga,0.0019,,,,
Khusib Springs,Gallium,Ga in Clastic-dominated Pb-Zn,-19.42611111,18.02194444,Namibia,,Ga,0.0019,,,,
Kibi,Gallium,Ga in Bauxite,6.162069445,-0.592302778,Ghana,,Ga,0.0019,,,,
Kidd Creek,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",48.69,-81.366667,Canada,,Ga,0.0019,,,,
Kijang,Gallium,Ga in Bauxite,0.959913889,104.4938889,Indonesia,,Ga,0.0019,,,,
Kindia,Gallium,Ga in Bauxite,9.88965,-13.11112222,Guinea,,Ga,0.0019,,,,
Kipushi,Gallium; Germanium,Ga and Ge in Kipushi Zn-Pb-Cu,-11.769444,27.235556,Democratic Republic of the Congo,,"Ga, Ge",null,,,,
Kokpatas,Gallium,Ga in Bauxite,42.26396111,63.90020556,Uzbekistan,,Ga,0.0019,,,,
Kolhapur,Gallium,Ga in Bauxite,16.69049444,74.26135278,India,,Ga,0.0019,,,,
Koraput,Gallium,Ga in Bauxite,18.56535278,82.96453889,India,,Ga,0.0019,,,,
Kotagiri,Gallium,Ga in Bauxite,11.43,76.88,India,,Ga,0.0019,,,,
Koushk,Gallium,Ga in Clastic-dominated Pb-Zn,31.748831,55.767719,Iran,,Ga,0.0019,,,,
Kozhim,Gallium,Ga in Bauxite,64.95484167,59.61809722,Russia,,Ga,0.0019,,,,
Kozyreevsky,Gallium,Ga in Bauxite,56.048575,159.8814722,Russia,,Ga,0.0019,,,,
Krasnaya Shapochka,Gallium,Ga in Bauxite,60.16779444,59.99115556,Russia,,Ga,0.0019,,,,
Krasnovishersk,Gallium,Ga in Bauxite,60.413475,57.13754722,Russia,,Ga,0.0019,,,,
Krasny Oktyabr,Gallium,Ga in Bauxite,47.64007222,38.05101389,Ukraine,,Ga,0.0019,,,,
Kulga,Gallium,Ga in Bauxite,54.46770556,36.25302222,Russia,,Ga,0.0019,,,,
Kunitomi,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.008333,140.658333,Japan,,Ga,0.0019,,,,
Kunmin,Gallium,Ga in Bauxite,24.87756,102.821176,China,,Ga,0.0019,,,,
Kutch-Kathiawar,Gallium,Ga in Bauxite,23.665519,70.731853,India,,Ga,0.0019,,,,
Kutcho Creek,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",58.2,-128.366667,Canada,,Ga,0.0019,,,,
La Zarza,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.69933,-6.89821,Spain,,Ga,0.0019,,,,
Lady Loretta,Gallium,Ga in Clastic-dominated Pb-Zn,-19.7675,139.07,Australia,,Ga,0.0019,,,,
Lages,Gallium,Ga in Bauxite,-27.81131667,-50.31685556,Brazil,,Ga,0.0019,,,,
Lake Monte,Gallium,Ga in Mississippi Valley-type,50.5172,-119.7999,Canada,,Ga,0.0019,,,,
"Langshon, Lang Sen",Gallium,Ga in Bauxite,21.87496389,106.7501667,Vietnam,,Ga,0.0019,,,,
Lanjigarh,Gallium,Ga in Bauxite,19.711275,83.39861667,India,,Ga,0.0019,,,,
Laochang,Gallium; Indium; Germanium,"Ga, Ge, and In in Volcanogenic Massive Sulfide, Kuroko type",22.741667,99.725,China,,"Ga, Ge, In",null,,,,
Lelydorp,Gallium,Ga in Bauxite,5.648241667,-55.21246111,Suriname,Guyana,Ga,0.0019,,,,
Lijiagou,Gallium,Ga in Clastic-dominated Pb-Zn,33.97944444,105.6911111,China,,Ga,0.0019,,,,
Limonitovoye,Gallium,Ga in Clastic-dominated Pb-Zn,58.24,93.19,Russia,,Ga,0.0019,,,,
Lisheen,Gallium; Germanium,Ga in Clastic-dominated Pb-Zn; Irish-type,52.75916667,-7.711388889,Ireland,,"Ga, Ge",null,,,,
Little Red Mountain,Gallium,Ga in Bauxite,39.91,-123.67,United States of America,California,Ga,0.0019,,,,
Lohardaga,Gallium,Ga in Bauxite,23.445695,84.691618,India,,Ga,0.0019,,,,
Lokken,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",63.133333,9.7,Norway,,Ga,0.0019,,,,
Los Islands,Gallium,Ga in Bauxite,9.475133334,-13.74875833,Guinea,,Ga,0.0019,,,,
Loz'va,Gallium,Ga in Bauxite,59.44646944,62.36554722,Russia,,Ga,0.0019,,,,
Mackat,Gallium,Ga in Bauxite,43.842483,19.807397,Serbia,,Ga,0.0019,,,,
Magmont-West,Gallium,Ga in Mississippi Valley-type,37.637373,-91.129725,United States of America,Missouri,Ga,0.0019,,,,
Mammoth,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.76113,-122.45363,United States of America,California,Ga,0.0019,,,,
Manchester,Gallium,Ga in Bauxite,18.0699,-77.55269722,Jamaica,,Ga,0.0019,,,,
Marchinbar Island,Gallium,Ga in Bauxite,-11.26640278,136.6224167,Australia,,Ga,0.0019,,,,
Martap,Gallium,Ga in Bauxite,6.894244445,13.0476,Cameroon,,Ga,0.0019,,,,
Masatdagi,Gallium,Ga in Bauxite,36.575423,32.046969,Turkey,,Ga,0.0019,,,,
Mavrovouni,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",34.933333,32.866667,Cyprus,,Ga,0.0019,,,,
Maxer Baenke,Gallium,Ga in Mississippi Valley-type,46.633333,13.666667,Austria,,Ga,0.0019,,,,
McArthur River,Gallium,Ga in Clastic-dominated Pb-Zn,-16.43277778,136.9958333,Australia,,Ga,0.0019,,,,
Mehdiabad,Gallium,Ga in Mississippi Valley-type; Clastic-dominated,31.033056,55.280556,Iran,,Ga,0.0019,,,,
Mengxing,Gallium,Ga in Mississippi Valley-type,23.866667,99.183333,China,,Ga,0.0019,,,,
Metalline district,Gallium,Ga in Mississippi Valley-type,48.88222222,-117.3608333,United States of America,Washington,Ga,0.0019,,,,
Mežica,Gallium,Ga in Mississippi Valley-type,46.51444444,14.85222222,Slovenia,,Ga,0.0019,,,,
Milan,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.56523,-71.25361,United States of America,New Hampshire,Ga,0.0019,,,,
Minim,Gallium,Ga in Bauxite,6.968122222,12.87010833,Cameroon,,Ga,0.0019,,,,
Mitchell Plateau,Gallium,Ga in Bauxite,-15.22181944,125.9908333,Australia,,Ga,0.0019,,,,
Mochia,Gallium,Ga in Clastic-dominated Pb-Zn,24.36,73.72,India,,Ga,0.0019,,,,
Moengo-Ricanau,Gallium,Ga in Bauxite,5.570833334,-54.2785,Suriname,Guyana,Ga,0.0019,,,,
Mofjellet,Gallium,Ga in Clastic-dominated Pb-Zn,66.2833,14.2,Norway,,Ga,0.0019,,,,
Moinho,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.86685,-8.16491,Portugal,,Ga,0.0019,,,,
Mokanpura North,Gallium,Ga in Clastic-dominated Pb-Zn,25,74.13,India,,Ga,0.0019,,,,
Monarch-Kicking Horse,Gallium,Ga in Mississippi Valley-type,51.42388889,-116.4472222,Canada,,Ga,0.0019,,,,
Monghyr,Gallium,Ga in Bauxite,25.378563,86.509521,India,,Ga,0.0019,,,,
Mons Cupri,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",-20.9966,117.99936,Australia,,Ga,0.0019,,,,
Morro Agudo,Gallium,Ga in Clastic-dominated Pb-Zn,-17.50388889,-46.82083333,Brazil,,Ga,0.0019,,,,
Moss Vale,Gallium,Ga in Bauxite,-34.53501389,150.3670222,Australia,,Ga,0.0019,,,,
Motoyama,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.92753,142.73597,Japan,,Ga,0.0019,,,,
Mount Chase,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.4644,-68.7111,United States of America,Maine,Ga,0.0019,,,,
Mount Ejuanema,Gallium,Ga in Bauxite,6.566513889,-0.76665,Ghana,,Ga,0.0019,,,,
Mount Read,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",-41.833333,145.533333,Australia,,Ga,0.0019,,,,
Mount Saddleback,Gallium,Ga in Bauxite,-32.93969444,116.4577639,Australia,,Ga,0.0019,,,,
Mousoulos,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",34.79088,33.25951,Cyprus,,Ga,0.0019,,,,
Moyvoughly,Gallium,Ga in Mississippi Valley-type,53.45,-7.68,Ireland,,Ga,0.0019,,,,
Myra Falls,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",49.575556,-125.595833,Canada,,Ga,0.0019,,,,
Nancy Island,Gallium,Ga in Mississippi Valley-type,51.7999999,-123.5499999,Canada,,Ga,0.0019,,,,
Nandana,Gallium,Ga in Bauxite,22.122053,69.291325,India,,Ga,0.0019,,,,
Nanisivik,Gallium,Ga in Mississippi Valley-type,73.06166667,-84.50833333,Canada,,Ga,0.0019,,,,
Nanting,Gallium,Ga in Bauxite,36.543061,120.127011,China,,Ga,0.0019,,,,
Nassau Mountains,Gallium,Ga in Bauxite,4.86355,-54.63029167,Suriname,Guyana,Ga,0.0019,,,,
Naurzum,Gallium,Ga in Bauxite,51.51600833,64.51695556,Kazakhstan,,Ga,0.0019,,,,
Navan,Gallium,Ga in Clastic-dominated Pb-Zn; Mississippi Valley-type,53.65444444,-6.715277777,Ireland,,Ga,0.0019,,,,
New Brunswick No. 12,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",47.478889,-65.892222,Canada,,Ga,0.0019,,,,
New Georgia Group,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",32.779743,-83.374064,United States of America,Georgia,Ga,0.0019,,,,
Newfoundland Zinc,Gallium,Ga in Mississippi Valley-type,50.28,-57.47,Canada,,Ga,0.0019,,,,
Newton,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",38.34157,-120.88713,United States of America,California,Ga,0.0019,,,,
Nickel Mountain,Gallium,Ga in Bauxite,42.96507778,-123.4398833,United States of America,Oregon,Ga,0.0019,,,,
Niujiaotang,Gallium,Ga in Mississippi Valley-type,26.23583333,107.6652778,China,,Ga,0.0019,,,,
Nizhnie Ser'gi,Gallium,Ga in Bauxite,56.67741111,59.28266111,Russia,,Ga,0.0019,,,,
North Haven,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.1297789,-68.8741499,United States of America,Maine,Ga,0.0019,,,,
North Keystone,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.98712,-120.64768,United States of America,California,Ga,0.0019,,,,
North Kottavalasa,Gallium,Ga in Bauxite,17.90858611,83.23216389,India,,Ga,0.0019,,,,
Northern Arkansas,Gallium,Ga in Mississippi Valley-type,36.340833,-92.807778,United States of America,Arkansas,Ga,0.0019,,,,
Novo-Kalinskaya,Gallium,Ga in Bauxite,60.198875,59.97500556,Russia,,Ga,0.0019,,,,
Obrovac,Gallium,Ga in Bauxite,45.32054722,19.34977222,Serbia,,Ga,0.0019,,,,
Obukhovo,Gallium,Ga in Bauxite,54.24696111,85.78156389,Russia,,Ga,0.0019,,,,
Old Lead Belt,Gallium,Ga in Mississippi Valley-type,37.89583333,-90.5225,United States of America,Missouri,Ga,0.0019,,,,
Oldcastle,Gallium,Ga in Mississippi Valley-type,53.773199,-7.164211,Ireland,,Ga,0.0019,,,,
Onverdacht,Gallium,Ga in Bauxite,5.591986111,-55.1103,Suriname,Guyana,Ga,0.0019,,,,
Orange & Gove,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.8833,-72.35366,United States of America,Vermont,Ga,0.0019,,,,
Orange Point,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",58.92282,-137.00212,United States of America,Alaska,Ga,0.0019,,,,
Orsk,Gallium,Ga in Bauxite,51.2962,58.44730556,Russia,,Ga,0.0019,,,,
Ouro Prêto,Gallium,Ga in Bauxite,-20.20003333,-43.48415556,Brazil,,Ga,0.0019,,,,
Ouse-Saint Leonards,Gallium,Ga in Bauxite,-42.42134722,146.5262583,Australia,,Ga,0.0019,,,,
Ozernoe,Gallium,Ga in Clastic-dominated Pb-Zn,52.5,112.5,Russia,,Ga,0.0019,,,,
Padurea Craiului,Gallium,Ga in Bauxite,46.91594167,22.51218611,Romania,,Ga,0.0019,,,,
Paedang,Gallium,Ga in Mississippi Valley-type,16.66138889,98.66194444,Thailand,,Ga,0.0019,,,,
Palamau,Gallium,Ga in Bauxite,24.128472,84.185708,India,,Ga,0.0019,,,,
Palni Hills,Gallium,Ga in Bauxite,10.197725,77.50138056,India,,Ga,0.0019,,,,
Paragominos,Gallium,Ga in Bauxite,-11.69025278,-49.07735833,Brazil,,Ga,0.0019,,,,
Parys Mountain,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",53.38654,-4.34122,Great Britain,,Ga,0.0019,,,,
Pavlodar,Gallium,Ga in Bauxite,52.262125,77.08035,Kazakhstan,,Ga,0.0019,,,,
Pavolovskoye,Gallium,Ga in Mississippi Valley-type,72.92,55.17,Russia,,Ga,0.0019,,,,
Pecos,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",35.7591984,-105.668906,United States of America,New Mexico,Ga,0.0019,,,,
Pelican,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.59694,-89.295,United States of America,Wisconsin,Ga,0.0019,,,,
Penn,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",38.23019,-120.87491,United States of America,California,Ga,0.0019,,,,
Pering,Gallium,Ga in Mississippi Valley-type,-27.43055556,24.26972222,South Africa,,Ga,0.0019,,,,
Pillara,Gallium,Ga in Mississippi Valley-type,-18.3075,125.772222,Australia,,Ga,0.0019,,,,
Pine Point,Gallium,Ga in Mississippi Valley-type,60.83222222,-114.4488889,Canada,,Ga,0.0019,,,,
Pita-Labé,Gallium,Ga in Bauxite,11.35798611,-12.46091944,Guinea,,Ga,0.0019,,,,
Plesetsk,Gallium,Ga in Bauxite,62.65096944,40.39313333,Russia,,Ga,0.0019,,,,
Poço de Caldas,Gallium,Ga in Bauxite,-21.86086944,-46.58583611,Brazil,,Ga,0.0019,,,,
Pocuta,Gallium,Ga in Bauxite,44.23849,19.746476,Serbia,,Ga,0.0019,,,,
Polaris,Gallium,Ga in Mississippi Valley-type,75.38777778,-96.93111111,Canada,,Ga,0.0019,,,,
Portel,Gallium,Ga in Clastic-dominated Pb-Zn,38.3088689,-7.7047438,Portugal,,Ga,0.0019,,,,
Porto Trombetas,Gallium,Ga in Bauxite,-1.679380556,-56.44824167,Brazil,,Ga,0.0019,,,,
Pripyat,Gallium,Ga in Bauxite,51.34036111,29.945525,Ukraine,,Ga,0.0019,,,,
Pulaski-Saline,Gallium,Ga in Bauxite,34.67905278,-92.27584444,United States of America,Arkansas,Ga,0.0019,,,,
Puzla,Gallium,Ga in Bauxite,62.42943333,54.68013889,Russia,,Ga,0.0019,,,,
Pyhäsalmi,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",63.65771,25.05159,Finland,,Ga,0.0019,,,,
Qingchengzi,Gallium,Ga in Clastic-dominated Pb-Zn,40.73,123.59,China,,Ga,0.0019,,,,
Queyang,Gallium,Ga in Bauxite,26.659226,106.590368,China,,Ga,0.0019,,,,
Quoddy,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.9295235,-67.0302577,United States of America,Maine,Ga,0.0019,,,,
Raibl,Gallium,Ga in Mississippi Valley-type,46.44111111,13.57138889,Italy,,Ga,0.0019,,,,
Raibl Bed,Gallium,Ga in Mississippi Valley-type,47.278917,11.257694,Austria,,Ga,0.0019,,,,
Rajpura-Dariba,Gallium,Ga in Clastic-dominated Pb-Zn,24.95027778,74.13388889,India,,Ga,0.0019,,,,
Rakkejaur,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",64.86534,20.33652,Sweden,,Ga,0.0019,,,,
Rammelsberg,Gallium; Barite,Ga in Clastic-dominated Pb-Zn; Bedded-sedimentary,51.89055556,10.41944444,Germany,,"Ga, BaSO2",null,,,,
Rampura-Agucha,Gallium,Ga in Clastic-dominated Pb-Zn,25.83222222,74.73861111,India,,Ga,0.0019,,,,
Ranchi,Gallium,Ga in Bauxite,24.655303,84.577243,India,,Ga,0.0019,,,,
Red Flats,Gallium,Ga in Bauxite,42.35222222,-124.2983333,United States of America,Oregon,Ga,0.0019,,,,
Reeves-MacDonald,Gallium,Ga in Clastic-dominated Pb-Zn,49.03027778,-117.3441667,Canada,,Ga,0.0019,,,,
Reocin,Gallium,Ga in Mississippi Valley-type,43.345,-4.084722222,Spain,,Ga,0.0019,,,,
Riau Archipelago,Gallium,Ga in Bauxite,0.241588889,101.7478056,Indonesia,,Ga,0.0019,,,,
Rio Tinto,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.69275,-6.59629,Spain,,Ga,0.0019,,,,
Robb Lake,Gallium,Ga in Mississippi Valley-type,56.93,-123.7130556,Canada,,Ga,0.0019,,,,
Rosh Pinah,Gallium,Ga in Clastic-dominated Pb-Zn,-27.95055556,16.76444444,Namibia,,Ga,0.0019,,,,
Roura Mountains,Gallium,Ga in Bauxite,4.726055556,-52.30928333,French Guyana,,Ga,0.0019,,,,
Ruby Creek (Bornite),Gallium,Ga in Kipushi Cu-Zn,67.062778,-156.946944,United States of America,Alaska,Ga,0.0019,,,,
Ruby Lake,Gallium,Ga in Mississippi Valley-type,54.09990199,-122.9863444,Canada,,Ga,0.0019,,,,
Russell Cove,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",58.94142,-136.81742,United States of America,Alaska,Ga,0.0019,,,,
Ruttan,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",56.47507,-99.63778,Canada,,Ga,0.0019,,,,
Saint Ann,Gallium,Ga in Bauxite,18.32758611,-77.24038611,Jamaica,,Ga,0.0019,,,,
Saint Catherine,Gallium,Ga in Bauxite,18.03458056,-77.05601111,Jamaica,,Ga,0.0019,,,,
Saint Elizabeth,Gallium,Ga in Bauxite,17.96386111,-77.62078333,Jamaica,,Ga,0.0019,,,,
Saladipura,Gallium,Ga in Clastic-dominated Pb-Zn,27.65,75.53,India,,Ga,0.0019,,,,
Salafossa,Gallium,Ga in Mississippi Valley-type,46.56694444,12.58333333,Italy,,Ga,0.0019,,,,
Salem,Gallium,Ga in Bauxite,11.70316111,78.12196667,India,,Ga,0.0019,,,,
Sambalpur,Gallium,Ga in Bauxite,21.48774167,83.98041667,India,,Ga,0.0019,,,,
San Antonio,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",41.329444,0.872778,Spain,,Ga,0.0019,,,,
Sangaredi,Gallium,Ga in Bauxite,11.09383056,-13.76755556,Guinea,,Ga,0.0019,,,,
Santa Lucia,Gallium,Ga in Clastic-dominated Pb-Zn,22.64277778,-83.95583333,Cuba,,Ga,0.0019,,,,
São João del Rei,Gallium,Ga in Bauxite,-21.11451944,-44.20945,Brazil,,Ga,0.0019,,,,
Schmalgraf,Gallium,Ga in Mississippi Valley-type,50.697222,5.986389,Belgium,,Ga,0.0019,,,,
Schugorsk,Gallium,Ga in Bauxite,61.64726944,50.85297778,Russia,,Ga,0.0019,,,,
Severoural'sk,Gallium,Ga in Bauxite,60.13513333,59.95301667,Russia,,Ga,0.0019,,,,
Seydisehir,Gallium,Ga in Bauxite,37.44933056,31.87819722,Turkey,,Ga,0.0019,,,,
Shasta King,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.73291,-122.49721,United States of America,California,Ga,0.0019,,,,
Shchuchinsky,Gallium,Ga in Bauxite,52.92473611,70.16994444,Kazakhstan,,Ga,0.0019,,,,
Shevaroy Hills,Gallium,Ga in Bauxite,11.82708056,78.22783056,India,,Ga,0.0019,,,,
Shimkent,Gallium,Ga in Bauxite,42.2945,69.61825556,Kazakhstan,,Ga,0.0019,,,,
Silesia-Krakow,Gallium,Ga in Mississippi Valley-type,50.35,18.966667,Poland,,Ga,0.0019,,,,
Silver Basin,Gallium,Ga in Mississippi Valley-type,63.9625,-135.1616667,Canada,,Ga,0.0019,,,,
Silvermines,Gallium; Germanium,Ga in Clastic-dominated Pb-Zn; Mississippi Valley-type; Sedimentary exhalative Pb-Zn,52.78972222,-8.254444445,Ireland,,"Ga, Ge",null,,,,
Sindesar,Gallium,Ga in Clastic-dominated Pb-Zn,25.003611,74.145556,India,,Ga,0.0019,,,,
Smartville,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",39.175,-121.291667,United States of America,California,Ga,0.0019,,,,
Snake River,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.507778,-116.561667,United States of America,Oregon,Ga,0.0019,,,,
Sokolovo,Gallium,Ga in Bauxite,57.20455833,35.33074167,Russia,,Ga,0.0019,,,,
Sorby Hills,Gallium,Ga in Mississippi Valley-type,-15.44277778,128.9588889,Australia,,Ga,0.0019,,,,
Sos'va-Salekhard,Gallium,Ga in Bauxite,63.930225,61.46754167,Russia,,Ga,0.0019,,,,
Sotiel,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.39934,-6.52822,Spain,,Ga,0.0019,,,,
South Kottavalasa,Gallium,Ga in Bauxite,17.90695,83.20467222,India,,Ga,0.0019,,,,
Southeast Missouri Pb-Zn district,Gallium,Ga in Mississippi Valley-type,37.63290997,-90.72406571,United States of America,Missouri,Ga,0.0019,,,,
Standing Pond,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.156375,-72.290946,United States of America,New Hampshire,Ga,0.0019,,,,
